Lab code	Sample ID	Sampling date	Sample location	Street	Vendor	Edge case	Stall ID	Stall ID (merged)	Sample type	Sample information	SARS-CoV-2_qPCR_result	Latitude	Longitude	Sequencing run	SARS-CoV-2_NGS_result
HJ200034-20200112-1	Env_0549	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative	30.619643	114.256508	SRR23971472	Negative
HJ200035-20200112-1	Env_0550	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Outside surface of freezer	Negative	30.619643	114.256508	SRR23971474	Negative
HJ200036-20200112-1	Env_0551	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Iron container	Negative	30.619643	114.256508	SRR23971475	Negative
HJ200038-20200112-1	Env_0553	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knief	Negative	30.619643	114.256508	SRR23971476	Negative
HJ200039-20200112-1	Env_0554	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Scale	Negative	30.619643	114.256508	SRR23971477	Negative
HJ200040-20200112-1	Env_0555	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative	30.619643	114.256508	SRR23971478	Negative
Q37	Env_0552	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of the freezer	Negative	30.619643	114.256508	SRR23971448	Positive
HJ200041-20200112-1	Env_0556	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Feather removal machine	Negative	30.619658	114.256335	SRR23971479	Negative
HJ200042-20200112-1	Env_0557	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Basket	Negative	30.619658	114.256335	SRR23971480	Negative
HJ200043-20200112-1	Env_0558	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Mop	Negative	30.619658	114.256335	SRR23971481	Negative
HJ200044-20200112-1	Env_0559	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Sink	Negative	30.619658	114.256335	SRR23971482	Negative
HJ200045-20200112-1	Env_0560	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Iron container	Negative	30.619658	114.256335	SRR23971483	Negative
HJ200046-20200112-1	Env_0561	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Basket	Negative	30.619658	114.256335	SRR23971485	Negative
HJ200047-20200112-1	Env_0562	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Bucket	Negative	30.619658	114.256335	SRR23971486	Negative
HJ200048-20200112-1	Env_0563	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Inner surface of freezer	Negative	30.619658	114.256335	SRR23971487	Negative
HJ200049-20200112-1	Env_0564	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Dustpan	Negative	30.619658	114.256335	SRR23971488	Negative
HJ200050-20200112-1	Env_0565	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Table top	Negative	30.619658	114.256335	SRR23971410	Negative
HJ200051-20200112-1	Env_0566	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336	SRR23971411	Negative
HJ200052-20200112-1	Env_0567	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Basket	Negative	30.619605	114.256336	SRR23971412	Negative
HJ200053-20200112-1	Env_0568	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Outside surface of refrigerator	Negative	30.619605	114.256336	SRR23971413	Negative
HJ200054-20200112-1	Env_0569	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Basket	Negative	30.619605	114.256336	SRR23971414	Negative
HJ200055-20200112-1	Env_0570	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Bucket	Negative	30.619605	114.256336	SRR23971415	Negative
HJ200056-20200112-1	Env_0571	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of refrigerator	Negative	30.619605	114.256336	SRR23971417	Negative
HJ200057-20200112-1	Env_0572	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Table top	Negative	30.619605	114.256336	SRR23971418	Negative
HJ200058-20200112-1	Env_0573	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of refrigerator	Negative	30.619605	114.256336	SRR23971419	Negative
HJ200059-20200112-1	Env_0574	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Wall	Negative	30.619605	114.256336	SRR23971420	Negative
HJ200060-20200112-1	Env_0575	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Iron shelf	Negative	30.619605	114.256336	SRR23971421	Negative
HJ200001-20200112-1	Env_0516	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Table top	Negative	30.619743	114.256338	SRR23971518	Negative
HJ200002-20200112-1	Env_0517	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Scale	Negative	30.619743	114.256338	SRR23971519	Negative
HJ200003-20200112-1	Env_0518	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Container	Negative	30.619743	114.256338	SRR23971520	Negative
HJ200004-20200112-1	Env_0519	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Container	Negative	30.619743	114.256338	SRR23971521	Negative
HJ200005-20200112-1	Env_0520	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Basket	Negative	30.619743	114.256338	SRR23971523	Negative
HJ200006-20200112-1	Env_0521	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Feather removal machine	Negative	30.619743	114.256338	SRR23971524	Negative
HJ200007-20200112-1	Env_0522	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Table	Negative	30.619743	114.256338	SRR23971525	Negative
HJ200008-20200112-1	Env_0523	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Inner surface of refrigerator	Negative	30.619743	114.256338	SRR23971526	Negative
HJ200009-20200112-1	Env_0524	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Inside of feather removal machine	Negative	30.619743	114.256338	SRR23971527	Negative
HJ200010-20200112-1	Env_0525	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Outside surface of refrigerator	Negative	30.619743	114.256338	SRR23971528	Negative
HJ200021-20200112-1	Env_0536	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Ground	Negative	30.619685	114.256327	SRR23971540	Negative
HJ200022-20200112-1	Env_0537	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Outside surface of freezer	Negative	30.619685	114.256327	SRR23971541	Negative
HJ200023-20200112-1	Env_0538	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Wall	Negative	30.619685	114.256327	SRR23971542	Negative
HJ200024-20200112-1	Env_0539	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Blue mop	Negative	30.619685	114.256327	SRR23971589	Negative
HJ200025-20200112-1	Env_0540	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Tongs	Negative	30.619685	114.256327	SRR23971463	Negative
HJ200026-20200112-1	Env_0541	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Ground	Negative	30.619685	114.256327	SRR23971464	Negative
HJ200027-20200112-1	Env_0542	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Bucket	Negative	30.619685	114.256327	SRR23971465	Negative
HJ200028-20200112-1	Env_0543	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Basket	Negative	30.619685	114.256327	SRR23971466	Negative
HJ200029-20200112-1	Env_0544	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Surface of the door	Negative	30.619685	114.256327	SRR23971467	Negative
HJ200030-20200112-1	Env_0545	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Container in inner room	Negative	30.619685	114.256327	SRR23971468	Negative
HJ200011-20200112-1	Env_0526	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Wall	Negative	30.619732	114.256295	SRR23971529	Negative
HJ200012-20200112-1	Env_0527	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	White basket	Negative	30.619732	114.256295	SRR23971530	Negative
HJ200013-20200112-1	Env_0528	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Chopping block	Negative	30.619732	114.256295	SRR23971531	Negative
HJ200014-20200112-1	Env_0529	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative	30.619732	114.256295	SRR23971532	Negative
HJ200015-20200112-1	Env_0530	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative	30.619732	114.256295	SRR23971534	Negative
HJ200016-20200112-1	Env_0531	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Red basket	Negative	30.619732	114.256295	SRR23971535	Negative
HJ200017-20200112-1	Env_0532	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Scale	Negative	30.619732	114.256295	SRR23971536	Negative
HJ200018-20200112-1	Env_0533	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Bucket	Negative	30.619732	114.256295	SRR23971537	Negative
HJ200019-20200112-1	Env_0534	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Bucket	Negative	30.619732	114.256295	SRR23971538	Negative
HJ200020-20200112-1	Env_0535	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Wall	Negative	30.619732	114.256295	SRR23971539	Negative
W-8-25-D1	Env_0806	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive			SRR23971461	Negative
W-8-25-D2	Env_0807	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive			SRR23971462	Negative
W-8-25-L	Env_0808	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Positive			SRR23971490	Negative
W-8-25-L2	Env_0809	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Positive			SRR23971491	Negative
s-1	Env_0850	19/02/2020	Warehouse	6	29		Warehouse|6|29	Warehouse|6|29	Environmental swab	Storehouse ground	Negative			None	Negative
s-2	Env_0851	19/02/2020	Warehouse	6	29		Warehouse|6|29	Warehouse|6|29	Environmental swab	Storehouse container	Negative			None	Negative
E-A--7-3	Env_0854	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Chopping block	Negative			None	Negative
E-A--7-3-floor	Env_0859	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Ground	Negative			None	Negative
E-A-7-1	Env_0858	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Container	Negative			SRR23971441	Negative
H-D-3.5-L1	Env_0853	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Container	Negative			None	Negative
E-10-29-1	Env_0855	20/02/2020	West	10	29		West|10|29	West|10|29-31	Environmental swab	Container	Negative			None	Negative
E-10-29-2	Env_0856	20/02/2020	West	10	29		West|10|29	West|10|29-31	Environmental swab	Container	Negative			SRR23971440	Negative
C10_2	Env_0840	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Inside of container	Negative			None	Negative
C11_2	Env_0841	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Ground	Negative			None	Negative
C12_2	Env_0842	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Wall	Negative			SRR23971438	Negative
C13_2	Env_0843	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Mahjong table	Negative			None	Negative
C14_2	Env_0844	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Mahjong table	Negative			None	Negative
C15_2	Env_0845	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Water cup	Negative			None	Negative
C6_2	Env_0836	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	work clothes	Negative			None	Negative
C7_2	Env_0837	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Surface of feather removal machine	Negative			None	Negative
C9_2	Env_0839	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Ground	Negative			SRR23971437	Negative
C8_2	Env_0838	20/02/2020	West	5	stair1-2		West|5|stair1-2	West|5|stair1-2	Environmental swab	Wall inside the stalls	Positive			None	Negative
C1_2	Env_0831	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
C2_2	Env_0832	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
C3_2	Env_0833	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
C4_2	Env_0834	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
C5_2	Env_0835	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
C16_2	Env_0846	20/02/2020	West	6	34		West|6|34	West|6|34	Environmental swab	Surface of container	Negative			None	Negative
C17_2	Env_0847	20/02/2020	West	6	34		West|6|34	West|6|34	Environmental swab	Surface of container	Negative			SRR23971439	Negative
C18_2	Env_0848	20/02/2020	West	6			West|6|NA	West|6|NA	Environmental swab	Environmental swab	Negative			None	Negative
C19_2	Env_0849	20/02/2020	West	6			West|6|NA	West|6|NA	Environmental swab	Environmental swab	Negative			None	Negative
9-35-3-freezer	Env_0852	20/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Inner surface of refrigerator	Negative			None	Negative
9-35-2-floor	Env_0857	20/02/2020	West	9	35		West|9|35	West|9|35-37	Environmental swab	Ground	Negative			None	Negative
RLC-1	Env_0871	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Negative			None	Negative
RLC-2	Env_0870	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Negative			None	Negative
RLC-3	Env_0868	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Positive			SRR23971517	Positive
RLC-4	Env_0867	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Positive			None	Negative
RLC-5	Env_0869	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Negative			None	Negative
SJ-BX-1	Env_0861	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Inner surface of refrigerator in storehouse	Negative			None	Negative
SJ-BX-2	Env_0860	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Inner surface of refrigerator in storehouse	Negative			None	Negative
SJ-CS	Env_0863	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse weight scale	Positive			None	Negative
SJ-D	Env_0862	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Positive			SRR23971515	Positive
SJ-L1	Env_0864	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Negative			None	Negative
SJ-L2	Env_0866	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Negative			None	Negative
SJ-L3	Env_0865	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Positive			SRR23971516	Negative
10-23-abv1	Env_0623	23/01/2020	West	10	23		West|10|23	West|10|23	Environmental swab	Environmental swab	Negative			None	Negative
10-29.31-dor	Env_0634	23/01/2020	West	10	29-31		West|10|29-31	West|10|29-31	Environmental swab	Surface of the door	Negative			None	Negative
10-31-abv2	Env_0619	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative			SRR23971429	Negative
10-31-In1	Env_0616	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative			None	Negative
10-31-In2	Env_0617	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative			SRR23971428	Negative
10-31-In3	Env_0618	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative			None	Negative
11-31-abv1	Env_0624	23/01/2020	West	11	31		West|11|31	West|11|31	Environmental swab	Environmental swab	Negative			None	Negative
12-15.17-dor	Env_0628	23/01/2020	West	12	15-17		West|12|15-17	West|12|15-17	Environmental swab	Surface of the door	Negative			None	Negative
12-20.24-dor	Env_0629	23/01/2020	West	12	20-24		West|12|20-24	West|12|20-24	Environmental swab	Surface of the door	Negative			None	Negative
12-32-dor	Env_0637	23/01/2020	West	12	32		West|12|32	West|12|32	Environmental swab	Surface of the door	Negative			None	Negative
2-9.11.13-dor	Env_0630	23/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Surface of the door	Negative			None	Negative
2-20-dor	Env_0636	23/01/2020	West	3	20		West|3|20	West|3|20	Environmental swab	Surface of the door	Negative			None	Negative
5-58-dor	Env_0633	23/01/2020	West	5	28		West|5|28	West|5|28	Environmental swab	Surface of the door	Negative			None	Negative
5-5.7-dor2	Env_0638	23/01/2020	West	5	5-7		West|5|5-7	West|5|5-7	Environmental swab	Surface of the door	Negative			None	Negative
5-7-dor	Env_0635	23/01/2020	West	5	7		West|5|7	West|5|5-7	Environmental swab	Surface of the door	Negative			None	Negative
06-29-abv1	Env_0620	23/01/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Environmental swab	Negative			SRR23971430	Negative
06-29-abv1_2	Env_0627	23/01/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Environmental swab	Negative			None	Negative
06-32-abv1	Env_0622	23/01/2020	West	6	32		West|6|32	West|6|32	Environmental swab	Environmental swab	Negative			None	Negative
7-22.24-dor	Env_0631	23/01/2020	West	7	22-24		West|7|22-24	West|7|20-22-24	Environmental swab	Surface of the door	Negative			None	Negative
7-23-dor	Env_0632	23/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Surface of the door	Negative			None	Negative
08-25-abv1	Env_0621	23/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Environmental swab	Negative			None	Negative
08-25-abv1_2	Env_0625	23/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Environmental swab	Negative			None	Negative
09-23-abv1	Env_0626	23/01/2020	West	9	23		West|9|23	West|9|23	Environmental swab	Environmental swab	Negative			None	Negative
W9-GD-1	Env_0872	23/02/2020	West	9			West|9|NA	West|9|NA	Environmental swab	Ventilation duct	Negative			None	Negative
10-29.31-dor_2	Env_0640	25/01/2020	West	10	29-31		West|10|29-31	West|10|29-31	Environmental swab	Surface of the door	Negative			None	Negative
08-25-abv1_3	Env_0639	25/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of the door	Negative			None	Negative
CCDC-454	Env_0873	25/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Container	Negative			SRR23971442	Negative
CCDC-455	Env_0874	25/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Container	Negative			None	Negative
1-29-22	Env_0700	29/01/2020	East	11	13		East|11|13	East|11|7-13	Environmental swab	Ground	Negative			None	Negative
1-29-23	Env_0701	29/01/2020	East	11	9		East|11|9	East|11|9	Environmental swab	Ground	Negative			SRR23971543	Negative
1-29-15	Env_0693	29/01/2020	East				East|NA|NA	East|NA|NA	Environmental swab	Garbage	Negative			None	Negative
1-29-25	Env_0703	29/01/2020	East				East|NA|NA	East|NA|NA	Environmental swab	Garbage	Negative			None	Negative
629-1-L1	Env_0875	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971443	Negative
629-10-TAJ	Env_0884	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Feather removal machine	Negative			None	Negative
629-11-L	Env_0885	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971452	Negative
629-12-L	Env_0886	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-13-L	Env_0887	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971489	Negative
629-14-L	Env_0888	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-2-L2	Env_0876	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-3-C	Env_0877	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Cart	Negative			SRR23971444	Negative
629-4-L3	Env_0878	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-5-L4	Env_0879	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971445	Negative
629-6-L5	Env_0880	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-7-L6	Env_0881	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-8-L7	Env_0882	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971447	Negative
629-9-L8	Env_0883	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			None	Negative
629-L-1	Env_0889	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative			SRR23971500	Negative
WS-3-1	Env_0749	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			SRR23971553	Negative
WS-3-2	Env_0750	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive			None	Negative
WS-4-1	Env_0751	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			SRR23971554	Negative
WS-4-2	Env_0752	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive			SRR23971590	Negative
WS-1-1	Env_0742	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971457	Negative
WS-1-2	Env_0743	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			None	Negative
WS-1-3	Env_0744	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			None	Negative
WS-1-4	Env_0745	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			None	Negative
WS-2-1	Env_0746	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971458	Negative
WS-2-2	Env_0747	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			None	Negative
WS-2-3	Env_0748	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971459	Negative
EWS-1#-1	Env_0810	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			None	Negative
EWS-1#-2	Env_0811	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			None	Negative
EWS-2#-1	Env_0812	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			None	Negative
EWS-2#-2	Env_0813	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive			SRR23971492	Negative
EWS-3#-1	Env_0814	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative			None	Negative
EWS-3#-2	Env_0815	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive			SRR23971493	Negative
wws-1#-0	Env_0830	15/02/2020	West	1			West|1|NA	West|1|NA	Sewage	Sewage well	Positive			SRR23971501	Negative
WWS-1#	Env_0816	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971494	Negative
WWS-1#-2	Env_0817	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971495	Negative
WWS-1#-3	Env_0818	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971496	Negative
WWS-2#-1	Env_0819	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Negative			None	Negative
WWS-2#-2	Env_0820	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971514	Positive
WWS-2#-3	Env_0821	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive			SRR23971497	Negative
Outside-1	Env_0758	09/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Negative			None	Negative
zong-1	Env_0762	09/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Positive	30.619249	114.257184	None	Negative
Vertical-3	Env_0763	09/02/2020	West	3			West|3|NA	West|3|NA	Water drain	Water drain	Negative			None	Negative
Outside-5	Env_0759	09/02/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative			SRR23971559	Negative
Vertical-5	Env_0764	09/02/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative			None	Negative
Outside-7	Env_0760	09/02/2020	West	7			West|7|NA	West|7|NA	Water drain	Water drain	Negative			None	Negative
Vertical-7	Env_0765	09/02/2020	West	7			West|7|NA	West|7|NA	Water drain	Water drain	Negative			None	Negative
Outside-9	Env_0761	09/02/2020	West	9			West|9|NA	West|9|NA	Water drain	Water drain	Negative			None	Negative
Vertical-9	Env_0766	09/02/2020	West	9			West|9|NA	West|9|NA	Water drain	Water drain	Negative			None	Negative
E-4-3.5	Env_0822	15/02/2020	East	4	3-5		East|4|3-5	East|4|5-7-9	Water drain	Water drain	Negative	30.619623	114.257613	None	Negative
E-4-7.9	Env_0823	15/02/2020	East	4	7-9		East|4|7-9	East|4|5-7-9	Water drain	Water drain	Negative	30.619642	114.257682	None	Negative
E-5-17	Env_0824	15/02/2020	East	5	17		East|5|17	East|5|17	Water drain	Water drain	Negative	30.619749	114.257786	None	Negative
w-zong-1	Env_0829	15/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Positive	30.619137	114.256717	SRR23971499	Negative
w-10-4	Env_0825	15/02/2020	West	10	4		West|10|4	West|10|4	Water drain	Water drain	Negative	30.619917	114.25683	None	Negative
w-4-28	Env_0826	15/02/2020	West	4	28		West|4|28	West|4|28	Water drain	Water drain	Negative	30.619323	114.256572	None	Negative
w-6-29-32	Env_0827	15/02/2020	West	6	29-32		West|6|29-32	West|6|29-32	Water drain	Water drain	Negative	30.619504	114.256459	None	Negative
w-6-29-33	Env_0828	15/02/2020	West	6	29-33		West|6|29-33	West|6|29-31-33	Water drain	Water drain	Positive	30.619493	114.256462	SRR23971498	Negative
1-27-12	Env_0643	27/01/2020	West	1	2		West|1|2	West|1|2	Water drain	Water drain	Negative	30.619225	114.257079	SRR23971432	Negative
1-27-13	Env_0644	27/01/2020	West	1	7-9		West|1|7-9	West|1|7-9	Water drain	Water drain	Negative	30.619201	114.256977	None	Negative
1-27-40	Env_0665	27/01/2020	West	10	31		West|10|31	West|10|29-31	Water drain	Water drain	Negative	30.619808	114.256361	None	Negative
1-27-37	Env_0664	27/01/2020	West	10	4		West|10|4	West|10|4	Water drain	Water drain	Positive	30.619917	114.25683	SRR23971585	Negative
