Lab code	Sample ID	Sampling date	Sample_location	Street No.	Vendor No.	edge_case	Stall_corrected	Stall_corrected_merged	Sample type	Sample information	SARS-CoV-2 qPCR result	Latitude	Longitude	Stall_corrected_latitude	Stall_corrected_longitude	Stall_merged_latitude	Stall_merged_longitude
G61	Env_0477	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Inner surface of white basket	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G62	Env_0478	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Cart	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G63	Env_0479	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Inner surface of refrigerator	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G64	Env_0480	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Chopping board	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G65	Env_0481	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Water in Bucket	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G66	Env_0482	01/01/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Drainage outlet	Negative	30.619617	114.256394	30.619617	114.256394	30.619617	114.256394
G67	Env_0483	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Inner surface of red basket	Negative	30.619611	114.256365	30.619611	114.256365	30.619611	114.256365
G68	Env_0484	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Ground	Negative	30.619611	114.256365	30.619611	114.256365	30.619611	114.256365
G69	Env_0485	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Drainage outlet	Negative	30.619611	114.256365	30.619611	114.256365	30.619611	114.256365
G70	Env_0486	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Scale	Negative	30.619611	114.256365	30.619611	114.256365	30.619611	114.256365
G71	Env_0487	01/01/2020	West	8	35		West|8|35	West|8|35	Environmental swab	Outside surface of freezer	Negative	30.619611	114.256365	30.619611	114.256365	30.619611	114.256365
G72	Env_0488	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Ground	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G73	Env_0489	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Cart	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G74	Env_0490	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Scale	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G75	Env_0491	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Drainage outlet	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G76	Env_0492	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Water in white box	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G77	Env_0493	01/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Feather removal machine	Negative	30.619658	114.256335	30.619658	114.256335	30.619658	114.256335
G54	Env_0470	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Chopping block	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G55	Env_0471	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of white box	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G56	Env_0472	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Scale	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G57	Env_0473	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G58	Env_0474	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Scissors	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G59	Env_0475	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Outside surface of freezer	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
G60	Env_0476	01/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336	30.619605	114.256336	30.619605	114.256336
C37	Env_0175	01/01/2020	West	Back Street	17		West|Back Street|17	West|Back Street|17	Environmental swab	Motorcycle	Negative	30.62027	114.256262	30.62027	114.256262	30.62027	114.256262
C35	Env_0173	01/01/2020	West	Back Street	3		West|Back Street|3	West|Back Street|3	Environmental swab	Motorcycle	Negative	30.620385	114.256739	30.620385	114.256739	30.620385	114.256739
C36	Env_0174	01/01/2020	West	Back Street	3		West|Back Street|3	West|Back Street|3	Environmental swab	Motorcycle	Negative	30.620385	114.256739	30.620385	114.256739	30.620385	114.256739
C38	Env_0176	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
C39	Env_0177	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
C40	Env_0178	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
C41	Env_0179	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
C42	Env_0180	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
C43	Env_0181	01/01/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Surface of cart	Negative						
CCDC-742	Env_0891	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Surface of the door	Negative						
CCDC-743	Env_0892	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
CCDC-744	Env_0893	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Ground	Negative						
CCDC-745	Env_0894	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
CCDC-746	Env_0895	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
CCDC-747	Env_0896	02/03/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
CCDC-748	Env_0897	02/03/2020	West	6	36		West|6|36	West|6|36	Environmental swab	Surface of the door	Negative						
CCDC-749	Env_0898	02/03/2020	West	6	38		West|6|38	West|6|38	Environmental swab	Surface of the door	Negative						
CCDC-774	Env_0923	02/03/2020	West	6	9		West|6|9	West|6|9	Environmental swab	Surface of the door	Negative						
CCDC-773	Env_0922	02/03/2020	West	7	16		West|7|16	West|7|16-18	Environmental swab	Surface of the door	Negative						
CCDC-754	Env_0903	02/03/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Surface of the door	Negative						
CCDC-755	Env_0904	02/03/2020	West	7	28		West|7|28	West|7|26-28	Environmental swab	Inner surface of refrigerator	Negative						
CCDC-752	Env_0901	02/03/2020	West	7	32		West|7|32	West|7|30-32	Environmental swab	Inner surface of refrigerator	Negative						
CCDC-753	Env_0902	02/03/2020	West	7	32		West|7|32	West|7|30-32	Environmental swab	Surface of the door	Negative						
CCDC-751	Env_0900	02/03/2020	West	7	34		West|7|34	West|7|34	Environmental swab	Inner surface of refrigerator	Negative						
CCDC-750	Env_0899	02/03/2020	West	7	38		West|7|38	West|7|38	Environmental swab	Surface of the door	Negative						
CCDC-756	Env_0905	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of the door	Negative						
CCDC-757	Env_0906	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Bucket	Negative						
CCDC-758	Env_0907	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative						
CCDC-759	Env_0908	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative						
CCDC-760	Env_0909	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative						
CCDC-761	Env_0910	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative						
CCDC-762	Env_0911	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative						
CCDC-763	Env_0912	02/03/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative						
CCDC-765	Env_0914	02/03/2020	West	8	29		West|8|29	West|8|29-31	Environmental swab	Surface of the door	Negative						
CCDC-764	Env_0913	02/03/2020	West	8	30		West|8|30	West|8|30	Environmental swab	Surface of the door	Negative						
CCDC-767	Env_0916	02/03/2020	West	8	33		West|8|33	West|8|33	Environmental swab	Surface of the door	Negative						
CCDC-766	Env_0915	02/03/2020	West	8	34		West|8|34	West|8|34	Environmental swab	Surface of the door	Negative						
CCDC-768	Env_0917	02/03/2020	West	8	38		West|8|38	West|8|36-38	Environmental swab	Surface of the door	Negative						
CCDC-772	Env_0921	02/03/2020	West	9	25		West|9|25	West|9|25	Environmental swab	Surface of the door	Negative						
CCDC-771	Env_0920	02/03/2020	West	9	36		West|9|36	West|9|34-36	Environmental swab	Surface of the door	Negative						
CCDC-769	Env_0918	02/03/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Surface of the door	Negative						
CCDC-770	Env_0919	02/03/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative						
CCDC-690	Env_0890	02/03/2020	West				West|NA|NA	West|NA|NA	Environmental swab	Ground of garage	Negative						
7-26-BX	Env_0705	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Inner surface of refrigerator	Negative						
7-26-DB	Env_0711	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Ground	Negative						
7-26-DH	Env_0712	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Ground	Negative						
7-26-JZ	Env_0710	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Scissors	Negative						
7-26-K	Env_0706	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Basket	Negative						
7-26-PSN	Env_0708	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Drainage outlet	Negative						
7-26-PSW	Env_0707	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Drainage outlet	Negative						
7-26-ST	Env_0709	03/02/2020	West	7	26		West|7|26	West|7|26-28	Environmental swab	Glove	Negative						
8-25-BX	Env_0714	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of refrigerator	Negative						
8-25-CK	Env_0716	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Sewage	Negative						
8-25-D	Env_0717	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive						
8-25-D_2	Env_0715	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knief	Negative						
8-25-DZ	Env_0718	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of packing bag	Negative						
8-25-LJ	Env_0713	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative						
8-25-M1	Env_0719	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive						
8-25-M2	Env_0720	03/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative						
8-25-Bing	Env_0757	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of refrigerator	Negative						
8-25-D1	Env_0753	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative						
8-25-D2	Env_0754	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative						
8-25-D3	Env_0755	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative						
8-25-Long	Env_0756	09/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative						
HJ200062-20200112-1	Env_0577	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Container	Negative	30.619471	114.256469				
HJ200063-20200112-1	Env_0578	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Basket	Negative	30.619471	114.256469				
HJ200065-20200112-1	Env_0580	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	White box	Negative	30.619471	114.256469				
HJ200066-20200112-1	Env_0581	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Iron container	Negative	30.619471	114.256469				
HJ200067-20200112-1	Env_0582	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Bucket	Negative	30.619471	114.256469				
Q61	Env_0576	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Cart1	Positive	30.619471	114.256469				
Q64	Env_0579	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Cart2	Positive	30.619471	114.256469				
Q68	Env_0583	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Ground	Positive	30.619471	114.256469				
Q69	Env_0584	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Feather removal machine	Positive	30.619471	114.256469				
Q70	Env_0585	12/01/2020	West	6	29-31-33		West|6|29-31-33	West|6|29-31-33	Environmental swab	Iron container in inner room	Positive	30.619471	114.256469				
HJ200031-20200112-1	Env_0546	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Basket	Negative	30.619643	114.256508				
HJ200032-20200112-1	Env_0547	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Foam box	Negative	30.619643	114.256508				
HJ200033-20200112-1	Env_0548	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Wall	Negative	30.619643	114.256508				
HJ200034-20200112-1	Env_0549	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Negative	30.619643	114.256508				
HJ200035-20200112-1	Env_0550	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Outside surface of freezer	Negative	30.619643	114.256508				
HJ200036-20200112-1	Env_0551	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Iron container	Negative	30.619643	114.256508				
HJ200038-20200112-1	Env_0553	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Knief	Negative	30.619643	114.256508				
HJ200039-20200112-1	Env_0554	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Scale	Negative	30.619643	114.256508				
HJ200040-20200112-1	Env_0555	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground	Negative	30.619643	114.256508				
Q37	Env_0552	12/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Inner surface of the freezer	Positive	30.619643	114.256508				
HJ200041-20200112-1	Env_0556	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Feather removal machine	Negative	30.619658	114.256335				
HJ200042-20200112-1	Env_0557	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Basket	Negative	30.619658	114.256335				
HJ200043-20200112-1	Env_0558	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Mop	Negative	30.619658	114.256335				
HJ200044-20200112-1	Env_0559	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Sink	Negative	30.619658	114.256335				
HJ200045-20200112-1	Env_0560	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Iron container	Negative	30.619658	114.256335				
HJ200046-20200112-1	Env_0561	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Basket	Negative	30.619658	114.256335				
HJ200047-20200112-1	Env_0562	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Bucket	Negative	30.619658	114.256335				
HJ200048-20200112-1	Env_0563	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Inner surface of freezer	Negative	30.619658	114.256335				
HJ200049-20200112-1	Env_0564	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Dustpan	Negative	30.619658	114.256335				
HJ200050-20200112-1	Env_0565	12/01/2020	West	8	36-38		West|8|36-38	West|8|36-38	Environmental swab	Table top	Negative	30.619658	114.256335				
HJ200051-20200112-1	Env_0566	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Ground	Negative	30.619605	114.256336				
HJ200052-20200112-1	Env_0567	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Basket	Negative	30.619605	114.256336				
HJ200053-20200112-1	Env_0568	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Outside surface of refrigerator	Negative	30.619605	114.256336				
HJ200054-20200112-1	Env_0569	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Basket	Negative	30.619605	114.256336				
HJ200055-20200112-1	Env_0570	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Bucket	Negative	30.619605	114.256336				
HJ200056-20200112-1	Env_0571	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of refrigerator	Negative	30.619605	114.256336				
HJ200057-20200112-1	Env_0572	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Table top	Negative	30.619605	114.256336				
HJ200058-20200112-1	Env_0573	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Inner surface of refrigerator	Negative	30.619605	114.256336				
HJ200059-20200112-1	Env_0574	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Wall	Negative	30.619605	114.256336				
HJ200060-20200112-1	Env_0575	12/01/2020	West	8	37		West|8|37	West|8|37	Environmental swab	Iron shelf	Negative	30.619605	114.256336				
HJ200001-20200112-1	Env_0516	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Table top	Negative	30.619743	114.256338				
HJ200002-20200112-1	Env_0517	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Scale	Negative	30.619743	114.256338				
HJ200003-20200112-1	Env_0518	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Container	Negative	30.619743	114.256338				
HJ200004-20200112-1	Env_0519	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Container	Negative	30.619743	114.256338				
HJ200005-20200112-1	Env_0520	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Basket	Negative	30.619743	114.256338				
HJ200006-20200112-1	Env_0521	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Feather removal machine	Negative	30.619743	114.256338				
HJ200007-20200112-1	Env_0522	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Table	Negative	30.619743	114.256338				
HJ200008-20200112-1	Env_0523	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Inner surface of refrigerator	Negative	30.619743	114.256338				
HJ200009-20200112-1	Env_0524	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Inside of feather removal machine	Negative	30.619743	114.256338				
HJ200010-20200112-1	Env_0525	12/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Environmental swab	Outside surface of refrigerator	Negative	30.619743	114.256338				
HJ200021-20200112-1	Env_0536	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Ground	Negative	30.619685	114.256327				
HJ200022-20200112-1	Env_0537	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Outside surface of freezer	Negative	30.619685	114.256327				
HJ200023-20200112-1	Env_0538	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Wall	Negative	30.619685	114.256327				
HJ200024-20200112-1	Env_0539	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Blue mop	Negative	30.619685	114.256327				
HJ200025-20200112-1	Env_0540	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Tongs	Negative	30.619685	114.256327				
HJ200026-20200112-1	Env_0541	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Ground	Negative	30.619685	114.256327				
HJ200027-20200112-1	Env_0542	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Bucket	Negative	30.619685	114.256327				
HJ200028-20200112-1	Env_0543	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Basket	Negative	30.619685	114.256327				
HJ200029-20200112-1	Env_0544	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Surface of the door	Negative	30.619685	114.256327				
HJ200030-20200112-1	Env_0545	12/01/2020	West	9	35-37		West|9|35-37	West|9|35-37	Environmental swab	Container in inner room	Negative	30.619685	114.256327				
HJ200011-20200112-1	Env_0526	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Wall	Negative	30.619732	114.256295				
HJ200012-20200112-1	Env_0527	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	White basket	Negative	30.619732	114.256295				
HJ200013-20200112-1	Env_0528	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Chopping block	Negative	30.619732	114.256295				
HJ200014-20200112-1	Env_0529	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative	30.619732	114.256295				
HJ200015-20200112-1	Env_0530	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Container	Negative	30.619732	114.256295				
HJ200016-20200112-1	Env_0531	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Red basket	Negative	30.619732	114.256295				
HJ200017-20200112-1	Env_0532	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Scale	Negative	30.619732	114.256295				
HJ200018-20200112-1	Env_0533	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Bucket	Negative	30.619732	114.256295				
HJ200019-20200112-1	Env_0534	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Bucket	Negative	30.619732	114.256295				
HJ200020-20200112-1	Env_0535	12/01/2020	West	9	38		West|9|38	West|9|38	Environmental swab	Wall	Negative	30.619732	114.256295				
W-8-25-D1	Env_0806	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive						
W-8-25-D2	Env_0807	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Ground inside the stalls	Positive						
W-8-25-L	Env_0808	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Positive						
W-8-25-L2	Env_0809	15/02/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Container	Positive						
s-1	Env_0850	19/02/2020	Warehouse	6	29		Warehouse|6|29	Warehouse|6|29	Environmental swab	Storehouse ground	Negative						
s-2	Env_0851	19/02/2020	Warehouse	6	29		Warehouse|6|29	Warehouse|6|29	Environmental swab	Storehouse container	Negative						
E-A--7-3	Env_0854	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Chopping block	Negative						
E-A--7-3-floor	Env_0859	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Ground	Negative						
E-A-7-1	Env_0858	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Container	Negative						
H-D-3.5-L1	Env_0853	20/02/2020	East	Accessory Street	7		East|Accessory Street|7	East|Accessory Street|7	Environmental swab	Container	Negative						
E-10-29-1	Env_0855	20/02/2020	West	10	29		West|10|29	West|10|29-31	Environmental swab	Container	Negative						
E-10-29-2	Env_0856	20/02/2020	West	10	29		West|10|29	West|10|29-31	Environmental swab	Container	Negative						
C10_2	Env_0840	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Inside of container	Negative						
C11_2	Env_0841	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Ground	Negative						
C12_2	Env_0842	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Wall	Negative						
C13_2	Env_0843	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Mahjong table	Negative						
C14_2	Env_0844	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Mahjong table	Negative						
C15_2	Env_0845	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Water cup	Negative						
C6_2	Env_0836	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	work clothes	Negative						
C7_2	Env_0837	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Surface of feather removal machine	Negative						
C9_2	Env_0839	20/02/2020	West	5			West|5|NA	West|5|NA	Environmental swab	Ground	Negative						
C8_2	Env_0838	20/02/2020	West	5	stair1-2		West|5|stair1-2	West|5|stair1-2	Environmental swab	Wall inside the stalls	Positive						
C1_2	Env_0831	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative						
C2_2	Env_0832	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative						
C3_2	Env_0833	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative						
C4_2	Env_0834	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative						
C5_2	Env_0835	20/02/2020	West	6	18		West|6|18	West|6|18	Environmental swab	Inner surface of refrigerator	Negative						
C16_2	Env_0846	20/02/2020	West	6	34		West|6|34	West|6|34	Environmental swab	Surface of container	Negative						
C17_2	Env_0847	20/02/2020	West	6	34		West|6|34	West|6|34	Environmental swab	Surface of container	Negative						
C18_2	Env_0848	20/02/2020	West	6			West|6|NA	West|6|NA	Environmental swab	Environmental swab	Negative						
C19_2	Env_0849	20/02/2020	West	6			West|6|NA	West|6|NA	Environmental swab	Environmental swab	Negative						
9-35-3-freezer	Env_0852	20/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Inner surface of refrigerator	Negative						
9-35-2-floor	Env_0857	20/02/2020	West	9	35		West|9|35	West|9|35-37	Environmental swab	Ground	Negative						
RLC-1	Env_0871	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Negative						
RLC-2	Env_0870	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Negative						
RLC-3	Env_0868	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Positive						
RLC-4	Env_0867	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Positive						
RLC-5	Env_0869	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse bag surfaces	Negative						
SJ-BX-1	Env_0861	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Inner surface of refrigerator in storehouse	Negative						
SJ-BX-2	Env_0860	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Inner surface of refrigerator in storehouse	Negative						
SJ-CS	Env_0863	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse weight scale	Positive						
SJ-D	Env_0862	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse ground	Positive						
SJ-L1	Env_0864	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Negative						
SJ-L2	Env_0866	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Negative						
SJ-L3	Env_0865	22/02/2020	Warehouse	8	25		Warehouse|8|25	Warehouse|8|25	Environmental swab	Storehouse wire fence	Positive						
10-23-abv1	Env_0623	23/01/2020	West	10	23		West|10|23	West|10|23	Environmental swab	Environmental swab	Negative						
